19.2500, 34.0000, 0.000
19.2500, 35.0000, 1.000
19.2500, 36.0000, 2.000
19.2500, 37.0000, 3.000
19.2500, 38.0000, 4.000
19.2500, 39.0000, 5.000
19.1690, 40.0000, 6.003
18.9210, 41.0000, 7.034
18.4830, 42.0000, 8.125
17.8020, 43.0000, 9.335
16.7500, 44.0000, 10.787
16.0000, 44.4830, 11.679
15.0000, 44.9210, 12.770
14.0000, 45.1690, 13.801
13.0000, 45.2500, 14.804
12.0000, 45.3310, 15.807
11.0000, 45.5790, 16.838
10.0000, 46.0170, 17.929
9.0000, 46.6980, 19.139
8.0000, 47.7500, 20.591
7.2720, 49.0000, 22.037
6.9330, 50.0000, 23.093
6.7700, 51.0000, 24.106
6.7500, 52.0000, 25.106
6.7500, 53.0000, 26.106
6.7500, 54.0000, 27.106
6.7500, 55.0000, 28.106
6.7700, 56.0000, 29.107
6.9330, 57.0000, 30.120
7.2720, 58.0000, 31.176
7.8900, 59.0000, 32.351
8.6630, 60.0000, 33.615
10.0310, 61.0000, 35.310
11.0000, 61.4210, 36.366
12.0000, 61.6690, 37.396
13.0000, 61.7500, 38.400
14.0000, 61.7500, 39.400
15.0000, 61.7500, 40.400
16.0000, 61.7500, 41.400
17.0000, 61.7500, 42.400
18.0000, 61.7500, 43.400
19.0000, 61.7500, 44.400
20.0000, 61.7500, 45.400
21.0000, 61.7500, 46.400
22.0000, 61.7500, 47.400
23.0000, 61.7500, 48.400
24.0000, 61.7500, 49.400
25.0000, 61.7500, 50.400
26.0000, 61.6640, 51.403
27.0000, 61.4360, 52.429
28.0000, 61.0500, 53.501
29.0000, 60.4780, 54.653
30.0000, 59.6570, 55.947
30.5930, 59.0000, 56.832
31.2640, 58.0000, 58.036
31.7270, 57.0000, 59.138
32.0220, 56.0000, 60.181
32.1960, 55.0000, 61.196
32.3950, 54.0000, 62.215
32.6310, 53.0000, 63.243
32.9070, 52.0000, 64.280
33.2220, 51.0000, 65.329
33.5790, 50.0000, 66.391
33.9800, 49.0000, 67.468
34.4250, 48.0000, 68.562
34.9190, 47.0000, 69.678
35.4630, 46.0000, 70.816
36.0610, 45.0000, 71.981
36.7180, 44.0000, 73.178
37.4380, 43.0000, 74.410
38.2270, 42.0000, 75.684
39.0940, 41.0000, 77.007
40.0490, 40.0000, 78.390
41.0000, 39.0940, 79.704
42.0000, 38.2270, 81.027
43.0000, 37.4380, 82.301
44.0000, 36.7180, 83.533
45.0000, 36.0610, 84.730
46.0000, 35.4630, 85.895
47.0000, 34.9190, 87.033
48.0000, 34.4250, 88.149
49.0000, 33.9800, 89.243
50.0000, 33.5790, 90.321
51.0000, 33.2220, 91.382
52.0000, 32.9060, 92.431
53.0000, 32.6310, 93.468
54.0000, 32.3950, 94.496
55.0000, 32.1960, 95.515
56.0000, 32.0350, 96.528
57.0000, 31.9100, 97.536
58.0000, 31.8210, 98.540
59.0000, 31.7680, 99.541
60.0000, 31.7500, 100.542
61.0000, 31.7680, 101.542
62.0000, 31.8210, 102.543
63.0000, 31.9100, 103.547
64.0000, 32.0350, 104.555
65.0000, 32.1960, 105.568
66.0000, 32.3950, 106.587
67.0000, 32.6310, 107.615
68.0000, 32.9060, 108.652
69.0000, 33.2220, 109.701
70.0000, 33.5790, 110.762
71.0000, 33.9800, 111.840
72.0000, 34.4250, 112.934
73.0000, 34.9190, 114.050
74.0000, 35.4630, 115.188
75.0000, 36.0610, 116.353
76.0000, 36.7180, 117.550
77.0000, 37.4380, 118.782
78.0000, 38.2270, 120.056
79.0000, 39.0940, 121.379
79.9520, 40.0000, 122.694
80.9060, 41.0000, 124.076
81.7730, 42.0000, 125.399
82.5630, 43.0000, 126.674
83.2820, 44.0000, 127.905
83.9390, 45.0000, 129.102
84.5370, 46.0000, 130.267
85.0810, 47.0000, 131.405
85.5750, 48.0000, 132.521
86.0210, 49.0000, 133.616
86.4210, 50.0000, 134.693
86.7780, 51.0000, 135.754
87.0940, 52.0000, 136.803
87.3690, 53.0000, 137.840
87.6060, 54.0000, 138.868
87.8040, 55.0000, 139.887
87.9570, 56.0000, 140.899
88.1650, 57.0000, 141.920
88.5460, 58.0000, 142.991
89.1370, 59.0000, 144.152
90.0000, 59.9810, 145.459
91.0000, 60.7480, 146.719
92.0000, 61.2600, 147.842
93.0000, 61.5790, 148.892
94.0000, 61.7320, 149.904
95.0000, 61.7500, 150.904
96.0000, 61.7500, 151.904
97.0000, 61.7500, 152.904
98.0000, 61.7500, 153.904
99.0000, 61.7500, 154.904
100.0000, 61.7500, 155.904
101.0000, 61.7500, 156.904
102.0000, 61.7500, 157.904
103.0000, 61.7500, 158.904
104.0000, 61.7500, 159.904
105.0000, 61.7500, 160.904
106.0000, 61.7500, 161.904
107.0000, 61.7500, 162.904
108.0000, 61.7500, 163.904
109.0000, 61.7500, 164.904
110.0000, 61.7500, 165.904
111.0000, 61.7500, 166.904
112.0000, 61.7500, 167.904
113.0000, 61.7500, 168.904
114.0000, 61.7500, 169.904
115.0000, 61.7500, 170.904
116.0000, 61.7500, 171.904
117.0000, 61.7500, 172.904
118.0000, 61.7500, 173.904
119.0000, 61.7500, 174.904
120.0000, 61.7500, 175.904
121.0000, 61.7500, 176.904
122.0000, 61.7500, 177.904
123.0000, 61.7500, 178.904
124.0000, 61.7500, 179.904
125.0000, 61.7500, 180.904
126.0000, 61.7500, 181.904
127.0000, 61.7500, 182.904
128.0000, 61.7500, 183.904
129.0000, 61.7500, 184.904
130.0000, 61.7500, 185.904
131.0000, 61.7500, 186.904
132.0000, 61.7500, 187.904
133.0000, 61.7500, 188.904
134.0000, 61.7500, 189.904
135.0000, 61.7500, 190.904
136.0000, 61.7500, 191.904
137.0000, 61.7500, 192.904
138.0000, 61.7500, 193.904
139.0000, 61.7500, 194.904
140.0000, 61.6690, 195.907
141.0000, 61.4210, 196.938
141.9690, 61.0000, 197.994
143.3370, 60.0000, 199.689
144.1780, 59.0000, 200.995
144.7280, 58.0000, 202.136
145.0670, 57.0000, 203.192
145.2300, 56.0000, 204.206
145.2500, 55.0000, 205.206
145.2500, 54.0000, 206.206
145.2500, 53.0000, 207.206
145.2500, 52.0000, 208.206
145.2500, 51.0000, 209.206
145.2500, 50.0000, 210.206
145.2500, 49.0000, 211.206
145.2500, 48.0000, 212.206
145.2500, 47.0000, 213.206
145.2500, 46.0000, 214.206
145.2500, 45.0000, 215.206
145.2500, 44.0000, 216.206
145.2500, 43.0000, 217.206
145.2500, 42.0000, 218.206
145.2500, 41.0000, 219.206
145.2500, 40.0000, 220.206
145.2500, 39.0000, 221.206
145.2500, 38.0000, 222.206
145.2500, 37.0000, 223.206
145.2500, 36.0000, 224.206
145.2500, 35.0000, 225.206
